separately,Please pack the glass cups separately.,请把玻璃杯分开包装。
penny,The old toy cost only one penny.,这个旧玩具只花了一便士。
director,The film director spoke to the young actors.,电影导演和年轻演员们交谈。
sunlight,Warm sunlight came through the window.,温暖的阳光透过窗户照进来。
rubbish,Please put the rubbish in the bin.,请把垃圾放进垃圾桶。
willingness,Her willingness to help impressed everyone.,她乐于助人的意愿给大家留下了深刻印象。
architecture,She hopes to study architecture at university.,她希望在大学学习建筑学。
astronaut,The astronaut looked down at Earth from space.,宇航员从太空俯瞰地球。
typical,This is a typical winter day here.,这是这里典型的冬日。
appropriate,Sports shoes are appropriate for the hike.,运动鞋适合这次徒步旅行。
snack,I ate an apple as an afternoon snack.,我下午加餐吃了一个苹果。
audience,The audience clapped at the end of the show.,演出结束时，观众鼓起了掌。
tendency,He has a tendency to speak too quickly.,他往往说话太快。
wolf,We heard a wolf howling in the distance.,我们听到远处有一只狼在嚎叫。
guarantee,This ticket does not guarantee you a seat.,这张票不能保证你有座位。
mail,I will mail the card to my cousin tomorrow.,我明天会把卡片邮寄给表弟。
switch,Please switch off the light before you leave.,离开前请关灯。
shortly,The bus will arrive shortly.,公交车很快就会到。
army,My uncle served in the army for ten years.,我叔叔在军队服役了十年。
fly,I watched a fly land on the window.,我看见一只苍蝇落在窗户上。
master,You can master this skill with daily practice.,每天练习，你就能掌握这项技能。
address,Please write your home address on the form.,请在表格上写下你的家庭住址。
publicly,The school publicly thanked the young volunteer.,学校公开感谢了那名年轻志愿者。
ink,The black ink has not dried yet.,黑色墨水还没有干。
arithmetic,We practise arithmetic every morning.,我们每天早上练习算术。
pile,There is a pile of books on the desk.,桌上有一堆书。
shower,I took a quick shower after basketball practice.,篮球训练后，我快速洗了个淋浴。
cheese,She put some cheese in her sandwich.,她在三明治里放了一些奶酪。
conservation,Water conservation is important in dry areas.,节约用水在干旱地区很重要。
lay,Please lay the map on the table.,请把地图放在桌上。
chain,He locked his bike with a strong chain.,他用一条结实的链条锁住了自行车。
description,Her description helped us find the lost dog.,她的描述帮助我们找到了走失的狗。
firm,My aunt works for a small travel firm.,我姑姑在一家小型旅游公司工作。
goods,This train carries goods across the country.,这列火车把货物运往全国各地。
activate,Press this button to activate the alarm.,按下这个按钮来激活警报器。
assume,Do not assume that everyone agrees with you.,不要假定每个人都同意你。
virtue,Patience is an important virtue.,耐心是一种重要的美德。
exchange,Our school has an exchange with a school in Japan.,我们学校与日本的一所学校有交流活动。
burden,Sharing the work will reduce her burden.,分担工作会减轻她的负担。
musician,The young musician played the violin beautifully.,这位年轻的音乐家把小提琴拉得很动听。
corner,The bakery is on the corner of this street.,面包店在这条街的拐角处。
identical,The two bags look identical.,这两个包看起来完全相同。
stranger,Never get into a car with a stranger.,千万不要上陌生人的车。
sample,The nurse took a blood sample.,护士采集了一份血液样本。
consistent,Her results are consistent because she practises daily.,她的成绩一直很稳定，因为她每天都练习。
root,The tree has a deep root.,这棵树有一条很深的根。
decade,The town has changed greatly in the past decade.,这座小镇在过去十年里变化很大。
untrue,The story about him is completely untrue.,关于他的传闻完全不真实。
soap,Wash your hands with soap before eating.,吃饭前要用肥皂洗手。
internal,The doctor checked him for internal injuries.,医生检查他是否有内伤。
satellite,The satellite sends weather pictures to Earth.,这颗卫星向地球传送天气图片。
aid,Food and medical aid reached the village yesterday.,食品和医疗援助昨天送到了村庄。
camera,I used my camera to photograph the sunset.,我用相机拍下了日落。
addictive,Some phone games can be addictive.,有些手机游戏会让人上瘾。
delay,Heavy snow caused a two-hour delay.,大雪造成了两小时的延误。
lawyer,The lawyer listened carefully to her story.,律师认真听了她的讲述。
enthusiastic,Our teacher is enthusiastic about science.,我们的老师对科学很有热情。
teamwork,Good teamwork helped us win the match.,良好的团队合作帮助我们赢得了比赛。
bridge,We walked across the old stone bridge.,我们走过了那座古老的石桥。
unavoidable,Some mistakes are unavoidable when you begin.,刚开始时，有些错误是无法避免的。
ending,The movie has a surprising ending.,这部电影有一个出人意料的结局。
frame,She put the family photo in a wooden frame.,她把全家福放进了木相框。
metal,This box is made of metal.,这个盒子是金属制成的。
drum,Tom plays the drum in the school band.,汤姆在学校乐队里打鼓。
spirit,The players showed great team spirit.,队员们展现了很强的团队精神。
fridge,There is some milk in the fridge.,冰箱里有一些牛奶。
warmth,We enjoyed the warmth of the fire.,我们享受着炉火的温暖。
mistaken,I was mistaken about the meeting time.,我弄错了开会时间。
manner,She spoke in a calm and polite manner.,她以冷静而礼貌的方式说话。
regret,I regret not listening to your advice.,我后悔没有听你的建议。
primary,Reading is a primary skill for every student.,阅读是每个学生的一项基本技能。
comedy,We watched a funny comedy last night.,我们昨晚看了一部有趣的喜剧。
punishment,His punishment was to clean the classroom.,对他的惩罚是打扫教室。
stare,It is rude to stare at other people.,盯着别人看是不礼貌的。
textbook,Please open your English textbook to page twenty.,请把英语课本翻到第二十页。
cheat,You should never cheat in an exam.,你绝不应该在考试中作弊。
timetable,I checked the timetable for the next bus.,我查看了下一班公交车的时刻表。
neighbour,Our neighbour gave us some fresh tomatoes.,我们的邻居送给我们一些新鲜番茄。
exhibit,The museum will exhibit these ancient coins.,博物馆将展出这些古币。
toll,The storm raised the death toll to ten.,这场暴风雨使死亡人数上升到十人。
counter,Please pay for the bread at the counter.,请在柜台为面包付款。
log,The captain wrote the event in his log.,船长把这件事写进了航海日志。
wheel,One wheel of my bike is broken.,我自行车的一个轮子坏了。
engine,The car engine suddenly stopped.,汽车发动机突然停止了运转。
preparation,Good preparation made the test less stressful.,充分的准备让考试没那么令人紧张。
ease,A warm drink may ease your sore throat.,热饮或许能缓解你的喉咙痛。
participate,Everyone can participate in the school sports day.,每个人都可以参加学校运动会。
award,She received an award for her painting.,她凭借自己的画作获得了一个奖项。
pessimist,A pessimist often expects the worst.,悲观主义者常常做最坏的预想。
pessimistic,Do not be pessimistic about the future.,不要对未来感到悲观。
partly,The road was partly covered with snow.,道路有一部分被雪覆盖了。
publish,The school will publish our stories next month.,学校下个月将出版我们的故事。
relate,These questions relate to the story we just read.,这些问题与我们刚读的故事有关。
unique,Each snowflake has a unique shape.,每片雪花都有独一无二的形状。
stuff,Put your stuff in the cupboard.,把你的东西放进柜子里。
contrary,His actions were contrary to his promise.,他的行为与他的承诺相反。
thorough,The police carried out a thorough search.,警方进行了彻底的搜查。
pause,She took a short pause before answering.,她在回答前短暂停顿了一下。
guard,A guard stood outside the gate all night.,一名警卫整夜站在大门外。
endless,The desert seemed endless to the tired travellers.,对疲惫的旅行者来说，这片沙漠似乎无边无际。
companion,My dog was my only companion on the trip.,我的狗是我旅途中唯一的伙伴。
truck,A large truck delivered food to the store.,一辆大卡车把食品送到了商店。
manager,The hotel manager solved our problem quickly.,酒店经理很快解决了我们的问题。
teapot,Grandma poured tea from a blue teapot.,奶奶从一个蓝色茶壶里倒出茶来。
jam,I spread strawberry jam on my toast.,我在烤面包上涂了草莓酱。
relevant,Please include only relevant information in your report.,请在报告中只包含相关信息。
gather,We gather in the playground every Monday morning.,我们每周一早晨在操场集合。
principle,Honesty is a principle I always follow.,诚实是我一直遵守的原则。
depth,We measured the depth of the river.,我们测量了河水的深度。
athletic,The athletic boy can run very fast.,那个健壮的男孩跑得很快。
quiz,We have a short maths quiz today.,我们今天有一个简短的数学测验。
supervise,An adult must supervise the children by the pool.,必须有一名成年人看管泳池边的孩子们。
voyage,The sailors began their long voyage across the sea.,水手们开始了漫长的跨海航行。
graduate,My sister will graduate from high school this summer.,我姐姐今年夏天将高中毕业。
parrot,The green parrot can copy my voice.,那只绿色的鹦鹉会模仿我的声音。
bottom,Your keys are at the bottom of the bag.,你的钥匙在包的底部。
roof,Rain fell loudly on the metal roof.,雨点响亮地落在金属屋顶上。
foreign,She enjoys learning about foreign cultures.,她喜欢了解外国文化。
nevertheless,"The task was difficult; nevertheless, we finished it.",任务很难，然而我们完成了。
maintain,Regular exercise helps maintain good health.,经常锻炼有助于保持健康。
former,The former teacher visited our school yesterday.,那位以前的老师昨天参观了我们学校。
unit,Our class is starting a new unit on space.,我们班正在学习一个关于太空的新单元。
tear,A tear rolled down her cheek.,一滴眼泪顺着她的脸颊流下。
suppose,I suppose the bus will arrive soon.,我猜公交车很快就会到。
strict,Our coach is strict but fair.,我们的教练很严格，但很公正。
crime,Stealing from a shop is a crime.,从商店偷东西是一种犯罪行为。
editor,The editor checked the article for mistakes.,编辑检查了文章中的错误。
department,My mother works in the sales department.,我妈妈在销售部门工作。
crowded,The bus was crowded during the morning rush.,早高峰时公交车很拥挤。
household,Every household in the village has clean water.,村里的每户人家都有干净的水。
ministry,The education ministry announced a new plan.,教育部公布了一项新计划。
uncertainty,The bad weather caused uncertainty about our trip.,恶劣天气使我们的旅行能否成行变得不确定。
mountain,They climbed the mountain before sunrise.,他们在日出前登上了那座山。
pot,Mum cooked soup in a large pot.,妈妈用一口大锅煮汤。
spiritual,Music can bring spiritual comfort.,音乐能带来心灵上的慰藉。
regardless,He goes running every morning regardless of the weather.,不管天气如何，他每天早晨都去跑步。
disadvantage,One disadvantage of this house is its small kitchen.,这所房子的一个缺点是厨房很小。
judgement,The referee made a fair judgement.,裁判作出了公正的判决。
regulate,These rules regulate traffic near the school.,这些规则用于管理学校附近的交通。
upward,The balloon moved upward into the sky.,气球向上飘入天空。
colleague,My father's colleague gave him a ride home.,我爸爸的同事开车送他回家。
radiation,Too much radiation can harm our health.,过量辐射会损害我们的健康。
restore,Workers hope to restore the old bridge.,工人们希望修复这座古桥。
trial,The new medicine is still under trial.,这种新药仍在试验中。
redirect,The police will redirect traffic around the accident.,警方将使车辆绕开事故现场。
grape,She picked a grape from the bunch.,她从那串葡萄上摘下一颗葡萄。
marathon,My uncle trained for months before the marathon.,我叔叔为这场马拉松训练了好几个月。
attain,You must work hard to attain your goals.,你必须努力才能实现目标。
relief,"To my relief, the missing cat came home.",令我松了一口气的是，走失的猫回家了。
cheer,The crowd began to cheer for our team.,人群开始为我们的队伍欢呼。
systematic,We need a systematic plan for the project.,我们需要一份有条理的项目计划。
compensate,The company offered to compensate us for the damage.,公司提出赔偿我们的损失。
wheat,The farmer grows wheat in this field.,农民在这块田里种小麦。
crop,Heavy rain damaged the rice crop.,大雨损坏了水稻作物。
specialist,The doctor sent me to a heart specialist.,医生让我去看心脏专科医生。
sink,Please put the dirty cups in the sink.,请把脏杯子放进洗涤槽。
fork,I used a fork to eat the noodles.,我用叉子吃面条。
bitter,The medicine has a bitter taste.,这种药味道很苦。
honey,I added a spoonful of honey to my tea.,我在茶里加了一勺蜂蜜。
powder,Mix the powder with warm water.,把粉末和温水混合。
butter,She spread butter on the warm bread.,她在热面包上涂了黄油。
regard,Many people regard him as a hero.,许多人把他看作英雄。
justice,Everyone should be treated with justice.,每个人都应该受到公正对待。
instant,Her face changed in an instant.,她的脸色瞬间变了。
rely,You can rely on me when you need help.,你需要帮助时可以依靠我。
thoroughly,Please wash the fruit thoroughly before eating it.,吃水果前请把它彻底洗干净。
dig,The children used small shovels to dig a hole.,孩子们用小铲子挖了一个洞。
flexible,Our schedule is flexible this week.,我们这周的日程安排很灵活。
leftover,I heated the leftover rice for lunch.,我把剩下的米饭热了当午餐。
ship,The ship crossed the sea safely.,那艘船安全地驶过了大海。
fry,Please fry the eggs for breakfast.,早餐请煎几个鸡蛋。
bakery,This bakery sells fresh bread every morning.,这家面包店每天早晨出售新鲜面包。
studio,The artist works in a small studio.,这位艺术家在一间小工作室里工作。
fog,Heavy fog covered the road this morning.,今天早晨浓雾笼罩着道路。
representative,Our class representative spoke at the meeting.,我们的班级代表在会上发了言。
virus,The virus can spread through the air.,这种病毒可以通过空气传播。
driver,The bus driver waited for us.,公交车司机等了我们。
educator,The famous educator opened a school for poor children.,这位著名教育家为贫困儿童创办了一所学校。
content,The book has useful content for young readers.,这本书有对年轻读者有用的内容。
acquisition,Language acquisition takes time and practice.,语言习得需要时间和练习。
temporary,We built a temporary bridge over the river.,我们在河上搭了一座临时桥。
quarter,A quarter of the cake is left.,蛋糕还剩四分之一。
otherwise,Put on your coat; otherwise you may get cold.,穿上外套，否则你可能会着凉。
globe,She found China on the globe.,她在地球仪上找到了中国。
pest,This small insect is a common garden pest.,这种小昆虫是花园里常见的害虫。
demonstrate,The teacher will demonstrate the experiment first.,老师会先演示这个实验。
membership,My library membership ends next month.,我的图书馆会员资格下个月到期。
fee,There is no fee for entering the museum.,进入这家博物馆不收费用。
trainer,The trainer showed us how to exercise safely.,教练向我们展示了如何安全锻炼。
tease,Do not tease your brother about his glasses.,不要拿你弟弟的眼镜取笑他。
brilliant,Mia had a brilliant idea for the science project.,米娅为科学项目想出了一个绝妙的主意。
tourist,A tourist asked me the way to the museum.,一名游客向我询问去博物馆的路。
initiative,Lily showed initiative by cleaning the classroom first.,莉莉主动先打扫了教室。
status,You can check the status of your order online.,你可以在网上查看订单状态。
instruction,Read each instruction before answering the questions.,答题前请阅读每条说明。
habitat,The forest is the natural habitat of many birds.,森林是许多鸟类的自然栖息地。
illegal,It is illegal to hunt these animals.,捕猎这些动物是违法的。
operation,The doctor said the operation went well.,医生说手术进行得很顺利。
discourage,One bad result should not discourage you.,一次不好的结果不该使你气馁。
voluntary,She does voluntary work at the library.,她在图书馆做志愿工作。
graduation,My family came to my graduation.,我的家人来参加了我的毕业典礼。
requirement,A school uniform is a basic requirement here.,穿校服是这里的一项基本要求。
advertisement,I saw an advertisement for a new bicycle.,我看到了一则新自行车的广告。
undo,Can you help me undo this knot?,你能帮我解开这个结吗？
competence,She showed her competence by solving the problem quickly.,她迅速解决问题，展现了自己的能力。
press,Please press this button to open the door.,请按这个按钮开门。
consumption,Turning off lights can reduce energy consumption.,关灯可以减少能源消耗。
landscape,The mountain landscape looked beautiful at sunset.,日落时的山间景色很美。
furniture,We bought some new furniture for the bedroom.,我们为卧室买了一些新家具。
disability,His disability does not stop him from playing sports.,他的残疾并没有阻止他参加体育运动。
menu,The waiter gave us the menu.,服务员把菜单递给了我们。
flag,The red flag flew above the school.,红旗在学校上空飘扬。
discount,Students can get a ten percent discount.,学生可以享受九折优惠。
finger,I cut my finger while cooking.,我做饭时割伤了手指。
cruel,It is cruel to leave a pet without food.,不给宠物食物是很残忍的。
guilty,Tom felt guilty after breaking the window.,汤姆打破窗户后感到很内疚。
angle,Try taking the photo from a different angle.,试着从不同的角度拍这张照片。
cleaner,The cleaner washed the classroom floor.,清洁工清洗了教室地板。
broom,She used a broom to clean the floor.,她用扫帚清扫地板。
sweep,Please sweep the leaves off the path.,请把小路上的落叶扫掉。
vast,A vast desert lay before us.,一片广阔的沙漠展现在我们面前。
sunrise,We got up early to watch the sunrise.,我们早起去看日出。
outstanding,Anna did an outstanding job on the project.,安娜在这个项目中表现得非常出色。
suit,This blue shirt will suit you well.,这件蓝色衬衫会很适合你。
chew,Chew your food slowly before you swallow it.,食物要慢慢咀嚼后再咽下。
surrounding,We walked through the surrounding countryside.,我们步行穿过了周围的乡村。
fantasy,The story is a fantasy about a flying horse.,这个故事是关于一匹飞马的幻想故事。
steel,The bridge is made of steel.,这座桥是用钢铁建成的。
exact,Tell me the exact time of the meeting.,告诉我会议的确切时间。
dish,This chicken dish is easy to make.,这道鸡肉菜很容易做。
infectious,The patient has an infectious disease.,这名病人患有传染病。
database,The school keeps student records in a database.,学校把学生档案保存在数据库中。
flow,Water will flow down the hill.,水会顺着山坡流下。
percentage,A high percentage of students passed the test.,很大比例的学生通过了考试。
unconscious,The injured man was unconscious for several minutes.,这名伤者昏迷了几分钟。
precious,Clean water is a precious resource.,清洁的水是一种宝贵的资源。
palace,The king lived in a grand palace.,国王住在一座宏伟的宫殿里。
property,Please keep your personal property safe.,请保管好你的个人财物。
dot,Put a red dot beside the correct answer.,在正确答案旁边画一个红点。
stable,Make sure the ladder is stable before climbing.,爬梯子前要确保它稳固。
extinction,This rare animal is in danger of extinction.,这种珍稀动物面临灭绝的危险。
dinosaur,The museum has a huge dinosaur model.,博物馆里有一个巨大的恐龙模型。
balcony,She grows flowers on the balcony.,她在阳台上种花。
poet,The poet wrote about his hometown.,这位诗人写了自己的家乡。
lively,The children had a lively discussion.,孩子们进行了一场热烈的讨论。
purple,She wore a purple dress to the party.,她穿着一条紫色连衣裙参加聚会。
version,I prefer the shorter version of the story.,我更喜欢这个故事的较短版本。
diverse,The city is home to diverse cultures.,这座城市拥有多种多样的文化。
skilled,A skilled worker repaired the old clock.,一位熟练的工人修好了这只旧钟。
elder,We should listen to the advice of an elder.,我们应该听取长者的建议。
shift,The wind may shift to the east tonight.,今晚风向可能转到东边。
ultimately,Hard work will ultimately bring success.,努力最终会带来成功。
substitute,We used honey as a substitute for sugar.,我们用蜂蜜代替糖。
abundant,Fresh fruit is abundant here in summer.,这里夏天有大量的新鲜水果。
guitar,My sister plays the guitar after school.,我姐姐放学后弹吉他。
detect,This machine can detect smoke quickly.,这台机器能迅速探测到烟雾。
porridge,I had a bowl of porridge for breakfast.,我早餐喝了一碗粥。
appeal,This colorful game may appeal to young children.,这款色彩鲜艳的游戏可能会吸引小孩子。
storm,The storm knocked down several trees.,暴风雨刮倒了好几棵树。
parking,Parking is not allowed in front of the school.,学校门前不允许停车。
ward,The nurse took me to the hospital ward.,护士带我去了医院病房。
glue,Use glue to stick the paper together.,用胶水把这些纸粘在一起。
output,The factory increased its output this year.,这家工厂今年提高了产量。
admire,I admire my mother for her courage.,我钦佩母亲的勇气。
battle,Many soldiers died in the battle.,许多士兵在这场战斗中牺牲了。
flood,The flood damaged many houses near the river.,洪水损坏了河边的许多房屋。
receptionist,The receptionist greeted us with a smile.,接待员微笑着迎接我们。
sigh,Dad gave a tired sigh and sat down.,爸爸疲惫地叹了口气，然后坐下了。
cage,The bird escaped from its cage.,那只鸟从笼子里逃了出来。
squirrel,A squirrel was hiding nuts under the tree.,一只松鼠正在树下藏坚果。
herb,This herb is often used in medicine.,这种草药常被用于制药。
objective,Our main objective is to keep everyone safe.,我们的主要目标是保障每个人的安全。
civilization,The river supported an ancient civilization.,这条河孕育了一个古老文明。
willingly,He willingly shared his lunch with me.,他很乐意地和我分享了午餐。
witness,A witness saw the car accident.,一名目击者看到了这起车祸。
jeans,These jeans are too long for me.,这条牛仔裤对我来说太长了。
rough,The rough road made our journey slow.,崎岖的道路让我们的行程变慢了。
lately,I have been very busy lately.,我最近一直很忙。
supermarket,We bought milk at the supermarket.,我们在超市买了牛奶。
bake,We plan to bake a cake this afternoon.,我们打算今天下午烤一个蛋糕。
amusement,The funny show gave us great amusement.,这场有趣的表演给我们带来了很多欢乐。
housework,Everyone in our family shares the housework.,我们家每个人都分担家务。
freedom,The bird flew away to freedom.,那只鸟飞走，获得了自由。
underline,Please underline the key sentence in the passage.,请在文章的关键句下面画线。
dial,Dial this number if you need help.,如果你需要帮助，就拨这个号码。
prejudice,We should not judge people with prejudice.,我们不应该带着偏见评价他人。
label,Read the label before washing the shirt.,洗这件衬衫前先看标签。
midnight,The train arrived just before midnight.,火车在午夜前刚刚到达。
superior,This camera is superior to my old one.,这台相机比我的旧相机更好。
visible,The moon was clearly visible tonight.,今晚月亮清晰可见。
continent,Africa is the second-largest continent.,非洲是第二大洲。
nutritious,Eggs are a simple and nutritious food.,鸡蛋是一种简单又有营养的食物。
pale,She looked pale after being ill.,她生病后脸色显得苍白。
insist,I insist that you wear a helmet.,我坚持要你戴头盔。
mouse,I saw a mouse run under the table.,我看见一只老鼠跑到了桌子下面。
prison,The thief was sent to prison.,那个小偷被送进了监狱。
trade,Trade between the two countries is growing.,两国之间的贸易正在增长。
steam,Steam rose from the hot soup.,热汤里冒出了水蒸气。
worthless,The broken toy seemed worthless to everyone else.,那个坏掉的玩具在其他人看来毫无价值。
scare,Loud noises can scare the baby.,巨大的声响会吓到婴儿。
scene,My favorite scene is at the end of the movie.,我最喜欢的场景在电影结尾。
belly,The puppy rolled over and showed its belly.,小狗翻过身，露出了肚子。
exit,Follow the signs to the nearest exit.,跟着标志走到最近的出口。
frequent,Frequent practice will improve your English.,经常练习会提高你的英语水平。
somehow,Somehow we found our way home in the dark.,不知怎么地，我们在黑暗中找到了回家的路。
represent,These five students represent our school.,这五名学生代表我们学校。
ankle,I hurt my ankle while running.,我跑步时扭伤了脚踝。
alike,The two sisters look very alike.,这对姐妹长得很像。
cousin,My cousin lives in Shanghai.,我的表姐住在上海。
complicated,The rules look complicated at first.,这些规则起初看起来很复杂。
messy,Your desk is too messy to work on.,你的书桌太乱了，没法在上面学习。
supervision,Children may swim only under adult supervision.,儿童只能在成人监督下游泳。
unsafe,It is unsafe to cross the road here.,在这里过马路不安全。
wipe,Please wipe your shoes before coming inside.,进屋前请把鞋擦干净。
medium,I would like a medium bowl of noodles.,我想要一碗中份面条。
bath,The baby takes a bath every evening.,宝宝每天晚上洗澡。
procedure,Please follow the safety procedure carefully.,请认真遵守安全程序。
reveal,The test results reveal the cause of the problem.,检测结果揭示了问题的原因。
troublesome,This troublesome cough kept me awake all night.,这恼人的咳嗽让我整夜无法入睡。
oppose,Many parents oppose the plan to close the library.,许多家长反对关闭图书馆的计划。
stimulate,Outdoor games stimulate children's interest in nature.,户外游戏能激发孩子们对大自然的兴趣。
latter,Of tea and coffee I prefer the latter.,茶和咖啡两者中我更喜欢后者。
jet,The jet flew high above the clouds.,喷气式飞机在云层上方高高飞行。
assistance,Please ask a teacher for assistance if you need it.,如果需要帮助，请向老师求助。
simplify,This diagram can simplify a difficult idea.,这张图可以简化一个难懂的概念。
curriculum,Music is an important part of our school curriculum.,音乐是我们学校全部课程的重要组成部分。
shelter,We found shelter from the rain under a bridge.,我们在桥下找到了避雨处。
consequence,Missing the bus was a consequence of leaving late.,没赶上公交车是出门晚的后果。
unsuccessful,Our first attempt to fix the bike was unsuccessful.,我们第一次修自行车的尝试失败了。
application,She sent her application to the summer camp.,她向夏令营递交了申请。
ballet,My sister practices ballet every Saturday.,我妹妹每周六练习芭蕾舞。
contemporary,The museum shows contemporary art by young artists.,这家博物馆展出年轻艺术家的当代艺术作品。
likewise,Tom enjoys reading and his sister does likewise.,汤姆喜欢阅读，他妹妹也一样。
imitate,Young children often imitate their parents.,小孩子经常模仿父母。
pronounce,Can you pronounce my name correctly?,你能正确读出我的名字吗？
bury,The dog tried to bury a bone in the garden.,那只狗试图把一根骨头埋在花园里。
poison,Keep this poison away from children.,让这种毒药远离儿童。
pollute,Plastic waste can pollute rivers and oceans.,塑料垃圾会污染河流和海洋。
pour,Please pour some milk into my glass.,请往我的杯子里倒些牛奶。
bond,Playing together helped form a strong bond between them.,一起玩耍帮助他们建立了牢固的联系。
coast,We watched the sun rise over the coast.,我们在海岸边观看日出。
goat,The goat is eating grass on the hill.,那只山羊正在山坡上吃草。
territory,The two countries share this territory.,这两个国家共享这片领土。
loose,This button is loose and may fall off.,这颗纽扣松了，可能会掉下来。
dynamic,Our new coach is dynamic and full of ideas.,我们的新教练充满活力而且很有想法。
stadium,Thousands of fans filled the stadium.,数千名球迷坐满了体育场。
nod,Please nod if you understand the question.,如果你明白这个问题，请点头。
headmaster,The headmaster welcomed us on the first day.,校长在第一天欢迎了我们。
unfit,These old shoes are unfit for a long hike.,这双旧鞋不适合长途徒步。
railway,A new railway connects the two cities.,一条新铁路连接着这两座城市。
frighten,Do not frighten the little dog.,不要吓唬那只小狗。
uniform,Every student must wear a school uniform.,每个学生都必须穿校服。
cigarette,He put out his cigarette before entering.,他进门前熄灭了香烟。
soldier,The young soldier stood guard at the gate.,这名年轻士兵在大门口站岗。
roll,The ball began to roll down the hill.,球开始滚下山坡。
transform,Fresh paint can transform this old room.,新油漆能使这个旧房间焕然一新。
conflict,The two friends solved their conflict peacefully.,这两个朋友和平解决了争执。
substance,The scientist tested the unknown substance.,科学家检测了这种未知物质。
wire,Do not touch that broken wire.,不要触碰那根断掉的电线。
yard,The children are playing in the yard.,孩子们正在院子里玩耍。
firmly,Hold the ladder firmly with both hands.,用双手牢牢扶住梯子。
academic,She received an award for her academic work.,她因学术研究获得了一个奖项。
misunderstand,Do not misunderstand my reason for leaving.,不要误会我离开的原因。
kindergarten,My little brother starts kindergarten next week.,我弟弟下周开始上幼儿园。
spelling,Check the spelling of each word before handing in your work.,交作业前检查每个单词的拼写。
minimum,The minimum age for this activity is twelve.,参加这项活动的最低年龄是十二岁。
mile,The nearest village is a mile away.,最近的村庄在一英里外。
slim,The slim cat slipped through the narrow opening.,那只纤细的猫从狭窄的洞口钻了过去。
politics,My grandfather often reads books about politics.,我爷爷经常阅读有关政治的书。
politician,The politician answered questions from local people.,这位政治家回答了当地居民的问题。
encounter,You may encounter wild animals in the forest.,你在森林里可能会遇到野生动物。
neck,She wore a warm scarf around her neck.,她在脖子上围了一条暖和的围巾。
spaceship,The spaceship carried three astronauts into space.,这艘宇宙飞船把三名宇航员送入太空。
breakthrough,The new medicine is a major breakthrough.,这种新药是一项重大突破。
enlarge,Click the picture to enlarge it.,点击图片将它放大。
chemistry,We did a simple experiment in chemistry class.,我们在化学课上做了一个简单的实验。
security,The guard checks every bag for security.,保安为了安全检查每个包。
intend,I intend to finish the book tonight.,我打算今晚读完这本书。
burst,The balloon may burst if you add more air.,如果你再充气，气球可能会爆裂。
tune,She played a cheerful tune on the piano.,她用钢琴弹奏了一首欢快的曲子。
puzzled,He looked puzzled by the strange question.,他对这个奇怪的问题感到困惑。
urge,Doctors urge people to exercise regularly.,医生敦促人们经常锻炼。
regulation,This safety regulation protects all workers.,这项安全规章保护所有工人。
weigh,Please weigh the apples before I pay.,请在我付款前称一下这些苹果。
opener,I used an opener to open the bottle.,我用开瓶器打开了瓶子。
undertake,Our class will undertake a project about local history.,我们班将承担一个关于当地历史的项目。
sculpture,A stone sculpture stands in the town square.,一座石雕矗立在城镇广场上。
border,They crossed the border by train.,他们乘火车越过了边境。
vivid,She gave a vivid description of the storm.,她对那场暴风雨作了生动的描述。
combine,We can combine these two ideas into one plan.,我们可以把这两个想法合成一个计划。
incorrect,One answer on this page is incorrect.,这一页有一个答案是错误的。
permission,You need permission to use this computer.,你需要获得许可才能使用这台电脑。
plain,He wore a plain white shirt.,他穿着一件普通的白衬衫。
dilemma,She faced a dilemma about which team to join.,她面临着该加入哪支队伍的两难处境。
frog,A green frog jumped into the pond.,一只绿青蛙跳进了池塘。
explorer,The explorer drew a map of the island.,这位探险者画了一张岛屿地图。
bar,She bought a bar of chocolate after school.,放学后她买了一块巧克力。
treasure,The pirates searched the island for treasure.,海盗们在岛上寻找财宝。
breast,The bird has bright red feathers on its breast.,这只鸟的胸部有鲜红色的羽毛。
authority,The principal has the authority to change the rule.,校长有权修改这项规定。
fluency,Daily practice improved her fluency in English.,每天练习提高了她英语的流利程度。
garage,Dad parked the car in the garage.,爸爸把车停在了车库里。
spell,Can you spell your family name for me?,你能为我拼一下你的姓吗？
microwave,Please heat the soup in the microwave.,请用微波炉把汤热一下。
diamond,The ring has a small diamond in the center.,这枚戒指中央有一颗小钻石。
helmet,Always wear a helmet when riding a bike.,骑自行车时一定要戴头盔。
core,Trust is at the core of their friendship.,信任是他们友谊的核心。
framework,Workers built the wooden framework of the house.,工人们搭建了房屋的木制框架。
assessment,The teacher gave an honest assessment of my work.,老师对我的作业作出了诚实的评价。
kettle,The water is boiling in the kettle.,水壶里的水正在沸腾。
maple,The leaves of this maple turn red in autumn.,这棵枫树的叶子在秋天变红。
shoot,Never shoot at birds with this toy gun.,绝不要用这把玩具枪射击鸟儿。
seek,You should seek help when you feel lost.,感到迷茫时你应该寻求帮助。
bookmark,I put a bookmark between the pages.,我在书页间放了一枚书签。
mankind,This discovery may benefit all mankind.,这项发现可能造福全人类。
blame,Do not blame others for your mistake.,不要因为自己的错误责怪别人。
choke,Small toys can cause a baby to choke.,小玩具可能会使婴儿窒息。
